id,t_deadline_us,t_pub_us,published
997,36871844010,36871845362,1
998,36871860677,36871862078,1
999,36871877344,36871878799,1
1000,36871894010,36871895448,1
1001,36871910677,36871911942,1
1002,36871927344,36871928598,1
1003,36871944010,36871945260,1
1004,36871960677,36871961934,1
1005,36871977344,36871978738,1
1006,36871994010,36871995461,1
1007,36872010677,36872011969,1
1008,36872027344,36872028593,1
1009,36872044010,36872045268,1
1010,36872060677,36872061913,1
1011,36872077344,36872078609,1
1012,36872094010,36872095327,1
1013,36872110677,36872112124,1
1014,36872127344,36872128592,1
1015,36872144010,36872145288,1
1016,36872160677,36872161929,1
1017,36872177344,36872178646,1
1018,36872194010,36872195252,1
1019,36872210677,36872211946,1
1020,36872227344,36872228816,1
1021,36872244010,36872245271,1
1022,36872260677,36872261896,1
1023,36872277344,36872278610,1
1024,36872294010,36872295250,1
1025,36872310677,36872311931,1
1026,36872327344,36872328591,1
1027,36872344010,36872345285,1
1028,36872360677,36872361927,1
1029,36872377344,36872378625,1
1030,36872394010,36872395769,1
1031,36872410677,36872412136,1
1032,36872427344,36872428598,1
1033,36872444010,36872445255,1
1034,36872460677,36872462122,1
1035,36872477344,36872478594,1
1036,36872494010,36872495253,1
1037,36872510677,36872511984,1
1038,36872527344,36872528644,1
1039,36872544010,36872545277,1
1040,36872560677,36872561944,1
1041,36872577344,36872578733,1
1042,36872594010,36872595446,1
1043,36872610677,36872611934,1
1044,36872627344,36872628751,1
1045,36872644010,36872645263,1
1046,36872660677,36872661919,1
1047,36872677344,36872678589,1
1048,36872694010,36872695306,1
1049,36872710677,36872712142,1
1050,36872727344,36872728638,1
1051,36872744010,36872745257,1
1052,36872760677,36872761943,1
1053,36872777344,36872778589,1
1054,36872794010,36872795256,1
1055,36872810677,36872811929,1
1056,36872827344,36872828811,1
1057,36872844010,36872845267,1
1058,36872860677,36872861940,1
1059,36872877344,36872878606,1
1060,36872894010,36872895249,1
1061,36872910677,36872911938,1
1062,36872927344,36872928770,1
1063,36872944010,36872945450,1
1064,36872960677,36872962076,1
1065,36872977344,36872978729,1
1066,36872994010,36872995333,1
1067,36873010677,36873012046,1
1068,36873027344,36873028717,1
1069,36873044010,36873045435,1
1070,36873060677,36873062030,1
1071,36873077344,36873078655,1
1072,36873094010,36873095309,1
1073,36873110677,36873111994,1
1074,36873127344,36873128615,1
1075,36873144010,36873145275,1
1076,36873160677,36873161938,1
1077,36873177344,36873178726,1
1078,36873194010,36873195486,1
1079,36873210677,36873212053,1
1080,36873227344,36873228614,1
1081,36873244010,36873245278,1
1082,36873260677,36873261922,1
1083,36873277344,36873278594,1
1084,36873294010,36873295311,1
1085,36873310677,36873312175,1
1086,36873327344,36873328616,1
1087,36873344010,36873345277,1
1088,36873360677,36873361923,1
1089,36873377344,36873378721,1
1090,36873394010,36873395386,1
1091,36873410677,36873412151,1
1092,36873427344,36873428899,1
1093,36873444010,36873445379,1
1094,36873460677,36873462179,1
1095,36873477344,36873478686,1
1096,36873494010,36873495523,1
1097,36873510677,36873512166,1
1098,36873527344,36873528854,1
1099,36873544010,36873545606,1
1100,36873560677,36873562096,1
1101,36873577344,36873578624,1
1102,36873594010,36873595307,1
1103,36873610677,36873611982,1
1104,36873627344,36873628765,1
1105,36873644010,36873645298,1
1106,36873660677,36873662149,1
1107,36873677344,36873678631,1
1108,36873694010,36873695265,1
1109,36873710677,36873711932,1
1110,36873727344,36873728584,1
1111,36873744010,36873745275,1
1112,36873760677,36873761925,1
1113,36873777344,36873778607,1
1114,36873794010,36873795292,1
1115,36873810677,36873811924,1
1116,36873827344,36873828596,1
1117,36873844010,36873845357,1
1118,36873860677,36873861950,1
1119,36873877344,36873878602,1
1120,36873894010,36873895256,1
1121,36873910677,36873912169,1
1122,36873927344,36873928592,1
1123,36873944010,36873945266,1
1124,36873960677,36873961948,1
1125,36873977344,36873978600,1
1126,36873994010,36873995429,1
1127,36874010677,36874011942,1
1128,36874027344,36874028915,1
1129,36874044010,36874045295,1
1130,36874060677,36874061950,1
1131,36874077344,36874078612,1
1132,36874094010,36874095270,1
1133,36874110677,36874111938,1
1134,36874127344,36874128572,1
1135,36874144010,36874145481,1
1136,36874160677,36874161952,1
1137,36874177344,36874178615,1
1138,36874194010,36874195260,1
1139,36874210677,36874211935,1
1140,36874227344,36874228587,1
1141,36874244010,36874245291,1
1142,36874260677,36874262101,1
1143,36874277344,36874278619,1
1144,36874294010,36874295255,1
1145,36874310677,36874311951,1
1146,36874327344,36874328597,1
1147,36874344010,36874345296,1
1148,36874360677,36874361924,1
1149,36874377344,36874378726,1
1150,36874394010,36874395439,1
1151,36874410677,36874411945,1
1152,36874427344,36874428619,1
1153,36874444010,36874445263,1
1154,36874460677,36874461916,1
1155,36874477344,36874478594,1
1156,36874494010,36874495306,1
1157,36874510677,36874511939,1
1158,36874527344,36874528804,1
1159,36874544010,36874545276,1
1160,36874560677,36874561946,1
1161,36874577344,36874578605,1
1162,36874594010,36874595259,1
1163,36874610677,36874612022,1
1164,36874627344,36874628788,1
1165,36874644010,36874645331,1
1166,36874660677,36874661982,1
1167,36874677344,36874678602,1
1168,36874694010,36874695282,1
1169,36874710677,36874711940,1
1170,36874727344,36874728607,1
1171,36874744010,36874745463,1
1172,36874760677,36874761955,1
1173,36874777344,36874778602,1
1174,36874794010,36874795262,1
1175,36874810677,36874811919,1
1176,36874827344,36874828575,1
1177,36874844010,36874845306,1
1178,36874860677,36874862101,1
1179,36874877344,36874878608,1
1180,36874894010,36874895276,1
1181,36874910677,36874911936,1
1182,36874927344,36874928579,1
1183,36874944010,36874945262,1
1184,36874960677,36874961927,1
1185,36874977344,36874978733,1
1186,36874994010,36874995465,1
1187,36875010677,36875011935,1
1188,36875027344,36875028597,1
1189,36875044010,36875045316,1
1190,36875060677,36875062146,1
1191,36875077344,36875078709,1
1192,36875094010,36875095491,1
1193,36875110677,36875112218,1
1194,36875127344,36875128890,1
1195,36875144010,36875145466,1
1196,36875160677,36875161979,1
1197,36875177344,36875178784,1
1198,36875194010,36875195291,1
1199,36875210677,36875211964,1
1200,36875227344,36875228763,1
1201,36875244010,36875245300,1
1202,36875260677,36875261959,1
1203,36875277344,36875278796,1
1204,36875294010,36875295299,1
1205,36875310677,36875312070,1
1206,36875327344,36875328754,1
1207,36875344010,36875345418,1
1208,36875360677,36875361927,1
1209,36875377344,36875378899,1
1210,36875394010,36875395292,1
1211,36875410677,36875411964,1
1212,36875427344,36875428746,1
1213,36875444010,36875445328,1
1214,36875460677,36875462087,1
1215,36875477344,36875478759,1
1216,36875494010,36875495283,1
1217,36875510677,36875511929,1
1218,36875527344,36875528764,1
1219,36875544010,36875545275,1
1220,36875560677,36875562040,1
1221,36875577344,36875578895,1
1222,36875594010,36875596393,1
1223,36875610677,36875612310,1
1224,36875627344,36875629278,1
1225,36875644010,36875645668,1
1226,36875660677,36875662064,1
1227,36875677344,36875678935,1
1228,36875694010,36875695280,1
1229,36875710677,36875712127,1
1230,36875727344,36875728815,1
1231,36875744010,36875745268,1
1232,36875760677,36875761948,1
1233,36875777344,36875778581,1
1234,36875794010,36875795387,1
1235,36875810677,36875811951,1
1236,36875827344,36875828716,1
1237,36875844010,36875845370,1
1238,36875860677,36875861916,1
1239,36875877344,36875878613,1
1240,36875894010,36875895262,1
1241,36875910677,36875911935,1
1242,36875927344,36875928567,1
1243,36875944010,36875945247,1
1244,36875960677,36875961908,1
1245,36875977344,36875978602,1
1246,36875994010,36875995286,1
1247,36876010677,36876011953,1
1248,36876027344,36876028587,1
1249,36876044010,36876045250,1
1250,36876060677,36876062137,1
1251,36876077344,36876078605,1
1252,36876094010,36876095248,1
1253,36876110677,36876112094,1
1254,36876127344,36876128587,1
1255,36876144010,36876145267,1
1256,36876160677,36876161913,1
1257,36876177344,36876178595,1
1258,36876194010,36876195475,1
1259,36876210677,36876211958,1
1260,36876227344,36876228578,1
1261,36876244010,36876245278,1
1262,36876260677,36876261899,1
1263,36876277344,36876278577,1
1264,36876294010,36876295257,1
1265,36876310677,36876312835,1
1266,36876327344,36876328730,1
1267,36876344010,36876345243,1
1268,36876360677,36876361921,1
1269,36876377344,36876378624,1
1270,36876394010,36876395246,1
1271,36876410677,36876411895,1
1272,36876427344,36876428775,1
1273,36876444010,36876445232,1
1274,36876460677,36876461978,1
1275,36876477344,36876478591,1
1276,36876494010,36876495235,1
1277,36876510677,36876511962,1
1278,36876527344,36876528592,1
1279,36876544010,36876545454,1
1280,36876560677,36876561949,1
1281,36876577344,36876578603,1
1282,36876594010,36876595229,1
1283,36876610677,36876611907,1
1284,36876627344,36876628650,1
1285,36876644010,36876645415,1
1286,36876660677,36876662079,1
1287,36876677344,36876678607,1
1288,36876694010,36876695235,1
1289,36876710677,36876711893,1
1290,36876727344,36876728560,1
1291,36876744010,36876745262,1
1292,36876760677,36876761927,1
1293,36876777344,36876778675,1
1294,36876794010,36876795454,1
1295,36876810677,36876811919,1
1296,36876827344,36876828567,1
1297,36876844010,36876845269,1
1298,36876860677,36876861916,1
1299,36876877344,36876878574,1
1300,36876894010,36876895287,1
1301,36876910677,36876912174,1
1302,36876927344,36876928582,1
1303,36876944010,36876945255,1
1304,36876960677,36876961921,1
1305,36876977344,36876978580,1
1306,36876994010,36876995257,1
1307,36877010677,36877011915,1
1308,36877027344,36877028790,1
1309,36877044010,36877045248,1
1310,36877060677,36877061908,1
1311,36877077344,36877078571,1
1312,36877094010,36877095243,1
1313,36877110677,36877111920,1
1314,36877127344,36877128587,1
1315,36877144010,36877145439,1
1316,36877160677,36877161953,1
1317,36877177344,36877178844,1
1318,36877194010,36877195338,1
1319,36877210677,36877212094,1
1320,36877227344,36877228770,1
1321,36877244010,36877245286,1
1322,36877260677,36877262005,1
1323,36877277344,36877278737,1
1324,36877294010,36877295273,1
1325,36877310677,36877311971,1
1326,36877327344,36877328564,1
1327,36877344010,36877345277,1
1328,36877360677,36877361900,1
1329,36877377344,36877378944,1
1330,36877394010,36877395529,1
1331,36877410677,36877412129,1
1332,36877427344,36877428656,1
1333,36877444010,36877445332,1
1334,36877460677,36877461932,1
1335,36877477344,36877478613,1
1336,36877494010,36877495323,1
1337,36877510677,36877512199,1
1338,36877527344,36877528655,1
1339,36877544010,36877545324,1
1340,36877560677,36877561956,1
1341,36877577344,36877578636,1
1342,36877594010,36877595301,1
1343,36877610677,36877611946,1
1344,36877627344,36877628859,1
1345,36877644010,36877645515,1
1346,36877660677,36877662119,1
1347,36877677344,36877678807,1
1348,36877694010,36877695499,1
1349,36877710677,36877712296,1
1350,36877727344,36877728842,1
1351,36877744010,36877745480,1
1352,36877760677,36877762115,1
1353,36877777344,36877778652,1
1354,36877794010,36877795273,1
1355,36877810677,36877811941,1
1356,36877827344,36877828571,1
1357,36877844010,36877845336,1
1358,36877860677,36877862036,1
1359,36877877344,36877878637,1
1360,36877894010,36877895315,1
1361,36877910677,36877912072,1
1362,36877927344,36877928593,1
1363,36877944010,36877945269,1
1364,36877960677,36877961917,1
1365,36877977344,36877978777,1
1366,36877994010,36877995472,1
1367,36878010677,36878011923,1
1368,36878027344,36878028584,1
1369,36878044010,36878045258,1
1370,36878060677,36878061969,1
1371,36878077344,36878078605,1
1372,36878094010,36878095252,1
1373,36878110677,36878111962,1
1374,36878127344,36878128591,1
1375,36878144010,36878145262,1
1376,36878160677,36878161989,1
1377,36878177344,36878178866,1
1378,36878194010,36878195526,1
1379,36878210677,36878212321,1
1380,36878227344,36878228857,1
1381,36878244010,36878245417,1
1382,36878260677,36878261932,1
1383,36878277344,36878278614,1
1384,36878294010,36878295288,1
1385,36878310677,36878311991,1
1386,36878327344,36878328601,1
1387,36878344010,36878345456,1
1388,36878360677,36878362001,1
1389,36878377344,36878378621,1
1390,36878394010,36878395262,1
1391,36878410677,36878411921,1
1392,36878427344,36878428582,1
1393,36878444010,36878445249,1
1394,36878460677,36878462089,1
1395,36878477344,36878478604,1
1396,36878494010,36878495262,1
1397,36878510677,36878511963,1
1398,36878527344,36878528606,1
1399,36878544010,36878545270,1
1400,36878560677,36878561914,1
1401,36878577344,36878578753,1
1402,36878594010,36878595454,1
1403,36878610677,36878612029,1
1404,36878627344,36878628623,1
1405,36878644010,36878645462,1
1406,36878660677,36878661985,1
1407,36878677344,36878678603,1
1408,36878694010,36878695273,1
1409,36878710677,36878712169,1
1410,36878727344,36878728600,1
1411,36878744010,36878745266,1
1412,36878760677,36878762125,1
1413,36878777344,36878778598,1
1414,36878794010,36878795252,1
1415,36878810677,36878811937,1
1416,36878827344,36878828598,1
1417,36878844010,36878845283,1
1418,36878860677,36878861954,1
1419,36878877344,36878878615,1
1420,36878894010,36878895259,1
1421,36878910677,36878911928,1
1422,36878927344,36878928611,1
1423,36878944010,36878945474,1
1424,36878960677,36878961927,1
1425,36878977344,36878978610,1
1426,36878994010,36878995265,1
1427,36879010677,36879011925,1
1428,36879027344,36879028609,1
1429,36879044010,36879045302,1
1430,36879060677,36879062081,1
1431,36879077344,36879078626,1
1432,36879094010,36879095257,1
1433,36879110677,36879111927,1
1434,36879127344,36879128585,1
1435,36879144010,36879145270,1
1436,36879160677,36879161929,1
1437,36879177344,36879178656,1
1438,36879194010,36879195439,1
1439,36879210677,36879211963,1
1440,36879227344,36879228591,1
1441,36879244010,36879245371,1
1442,36879260677,36879262095,1
1443,36879277344,36879278776,1
1444,36879294010,36879295646,1
1445,36879310677,36879312272,1
1446,36879327344,36879328623,1
1447,36879344010,36879345301,1
1448,36879360677,36879361966,1
1449,36879377344,36879378595,1
1450,36879394010,36879395248,1
1451,36879410677,36879412078,1
1452,36879427344,36879428886,1
1453,36879444010,36879445289,1
1454,36879460677,36879461966,1
1455,36879477344,36879478600,1
1456,36879494010,36879495254,1
1457,36879510677,36879511926,1
1458,36879527344,36879528596,1
1459,36879544010,36879545318,1
1460,36879560677,36879561943,1
1461,36879577344,36879578633,1
1462,36879594010,36879595285,1
1463,36879610677,36879612000,1
1464,36879627344,36879628727,1
1465,36879644010,36879645470,1
1466,36879660677,36879662632,1
1467,36879677344,36879678663,1
1468,36879694010,36879695275,1
1469,36879710677,36879711933,1
1470,36879727344,36879728579,1
1471,36879744010,36879745450,1
1472,36879760677,36879762184,1
1473,36879777344,36879778948,1
1474,36879794010,36879795563,1
1475,36879810677,36879812215,1
1476,36879827344,36879828938,1
1477,36879844010,36879845369,1
1478,36879860677,36879861984,1
1479,36879877344,36879878607,1
1480,36879894010,36879895302,1
1481,36879910677,36879912295,1
1482,36879927344,36879928605,1
1483,36879944010,36879945324,1
1484,36879960677,36879961943,1
1485,36879977344,36879978593,1
1486,36879994010,36879995248,1
1487,36880010677,36880011963,1
1488,36880027344,36880028813,1
1489,36880044010,36880045290,1
1490,36880060677,36880061913,1
1491,36880077344,36880079646,1
1492,36880094010,36880095296,1
1493,36880110677,36880111927,1
1494,36880127344,36880128702,1
1495,36880144010,36880145577,1
1496,36880160677,36880162106,1
1497,36880177344,36880178852,1
1498,36880194010,36880195440,1
1499,36880210677,36880211975,1
1500,36880227344,36880228684,1
1501,36880244010,36880245524,1
1502,36880260677,36880261953,1
1503,36880277344,36880278695,1
1504,36880294010,36880295456,1
1505,36880310677,36880311926,1
1506,36880327344,36880328663,1
1507,36880344010,36880345471,1
1508,36880360677,36880362154,1
1509,36880377344,36880378689,1
1510,36880394010,36880395438,1
1511,36880410677,36880411965,1
1512,36880427344,36880428690,1
1513,36880444010,36880445444,1
1514,36880460677,36880461926,1
1515,36880477344,36880478667,1
1516,36880494010,36880495474,1
1517,36880510677,36880512026,1
1518,36880527344,36880528810,1
1519,36880544010,36880545473,1
1520,36880560677,36880561939,1
1521,36880577344,36880578640,1
1522,36880594010,36880595472,1
1523,36880610677,36880611952,1
1524,36880627344,36880628714,1
1525,36880644010,36880645471,1
1526,36880660677,36880661930,1
1527,36880677344,36880678675,1
1528,36880694010,36880695415,1
1529,36880710677,36880711938,1
1530,36880727344,36880728654,1
1531,36880744010,36880745587,1
1532,36880760677,36880762103,1
1533,36880777344,36880778735,1
1534,36880794010,36880795326,1
1535,36880810677,36880811968,1
1536,36880827344,36880828614,1
1537,36880844010,36880845277,1
1538,36880860677,36880862007,1
1539,36880877344,36880878786,1
1540,36880894010,36880895375,1
1541,36880910677,36880911952,1
1542,36880927344,36880928584,1
1543,36880944010,36880945413,1
1544,36880960677,36880961993,1
1545,36880977344,36880978624,1
1546,36880994010,36880995283,1
1547,36881010677,36881011967,1
1548,36881027344,36881028618,1
1549,36881044010,36881045311,1
1550,36881060677,36881061961,1
1551,36881077344,36881078589,1
1552,36881094010,36881095271,1
1553,36881110677,36881111988,1
1554,36881127344,36881128793,1
1555,36881144010,36881145268,1
1556,36881160677,36881161922,1
1557,36881177344,36881178599,1
1558,36881194010,36881195328,1
1559,36881210677,36881211919,1
1560,36881227344,36881228660,1
1561,36881244010,36881245512,1
1562,36881260677,36881261925,1
1563,36881277344,36881278586,1
1564,36881294010,36881295300,1
1565,36881310677,36881311931,1
1566,36881327344,36881328767,1
1567,36881344010,36881345563,1
1568,36881360677,36881362012,1
1569,36881377344,36881378724,1
1570,36881394010,36881395491,1
1571,36881410677,36881412121,1
1572,36881427344,36881428653,1
1573,36881444010,36881445301,1
1574,36881460677,36881462281,1
1575,36881477344,36881478631,1
1576,36881494010,36881495254,1
1577,36881510677,36881512033,1
1578,36881527344,36881528657,1
1579,36881544010,36881545272,1
1580,36881560677,36881561940,1
1581,36881577344,36881578752,1
1582,36881594010,36881595451,1
1583,36881610677,36881611986,1
1584,36881627344,36881628602,1
1585,36881644010,36881645507,1
1586,36881660677,36881661940,1
1587,36881677344,36881678595,1
1588,36881694010,36881695345,1
1589,36881710677,36881711948,1
1590,36881727344,36881728626,1
1591,36881744010,36881745298,1
1592,36881760677,36881761929,1
1593,36881777344,36881778620,1
1594,36881794010,36881795279,1
1595,36881810677,36881811959,1
1596,36881827344,36881828898,1
1597,36881844010,36881845472,1
1598,36881860677,36881862168,1
1599,36881877344,36881878796,1
1600,36881894010,36881895747,1
1601,36881910677,36881912119,1
1602,36881927344,36881928667,1
1603,36881944010,36881945624,1
1604,36881960677,36881962137,1
1605,36881977344,36881978621,1
1606,36881994010,36881995278,1
1607,36882010677,36882012116,1
1608,36882027344,36882028663,1
1609,36882044010,36882045295,1
1610,36882060677,36882062315,1
1611,36882077344,36882078630,1
1612,36882094010,36882095317,1
1613,36882110677,36882111938,1
1614,36882127344,36882128573,1
1615,36882144010,36882145292,1
1616,36882160677,36882161923,1
1617,36882177344,36882178674,1
1618,36882194010,36882195477,1
1619,36882210677,36882211985,1
1620,36882227344,36882228641,1
1621,36882244010,36882245254,1
1622,36882260677,36882261910,1
1623,36882277344,36882278612,1
1624,36882294010,36882295313,1
1625,36882310677,36882312123,1
1626,36882327344,36882328648,1
1627,36882344010,36882345289,1
1628,36882360677,36882361928,1
1629,36882377344,36882378640,1
1630,36882394010,36882395257,1
1631,36882410677,36882411993,1
1632,36882427344,36882428630,1
1633,36882444010,36882445264,1
1634,36882460677,36882461932,1
1635,36882477344,36882478809,1
1636,36882494010,36882495277,1
1637,36882510677,36882511926,1
1638,36882527344,36882528615,1
1639,36882544010,36882545471,1
1640,36882560677,36882561988,1
1641,36882577344,36882578619,1
1642,36882594010,36882595280,1
1643,36882610677,36882611939,1
1644,36882627344,36882628593,1
1645,36882644010,36882645443,1
1646,36882660677,36882662635,1
1647,36882677344,36882678758,1
1648,36882694010,36882695260,1
1649,36882710677,36882711927,1
1650,36882727344,36882728599,1
1651,36882744010,36882745273,1
1652,36882760677,36882761937,1
1653,36882777344,36882778698,1
1654,36882794010,36882795464,1
1655,36882810677,36882811937,1
1656,36882827344,36882828602,1
1657,36882844010,36882845303,1
1658,36882860677,36882861923,1
1659,36882877344,36882878638,1
1660,36882894010,36882895351,1
1661,36882910677,36882912167,1
1662,36882927344,36882928639,1
1663,36882944010,36882945264,1
1664,36882960677,36882961935,1
1665,36882977344,36882978593,1
1666,36882994010,36882995372,1
1667,36883010677,36883012150,1
1668,36883027344,36883028791,1
1669,36883044010,36883045306,1
1670,36883060677,36883062136,1
1671,36883077344,36883078636,1
1672,36883094010,36883095267,1
1673,36883110677,36883111924,1
1674,36883127344,36883128590,1
1675,36883144010,36883145377,1
1676,36883160677,36883162035,1
1677,36883177344,36883178682,1
1678,36883194010,36883195316,1
1679,36883210677,36883211980,1
1680,36883227344,36883228643,1
1681,36883244010,36883245310,1
1682,36883260677,36883262603,1
1683,36883277344,36883278864,1
1684,36883294010,36883295411,1
1685,36883310677,36883312051,1
1686,36883327344,36883328711,1
1687,36883344010,36883345254,1
1688,36883360677,36883362044,1
1689,36883377344,36883378791,1
1690,36883394010,36883395601,1
1691,36883410677,36883412006,1
1692,36883427344,36883428745,1
1693,36883444010,36883445383,1
1694,36883460677,36883462204,1
1695,36883477344,36883478856,1
1696,36883494010,36883495342,1
1697,36883510677,36883512257,1
1698,36883527344,36883529527,1
1699,36883544010,36883545473,1
1700,36883560677,36883561934,1
1701,36883577344,36883578784,1
1702,36883594010,36883595377,1
1703,36883610677,36883611982,1
1704,36883627344,36883628897,1
1705,36883644010,36883645624,1
1706,36883660677,36883661985,1
1707,36883677344,36883678678,1
1708,36883694010,36883695816,1
1709,36883710677,36883712007,1
1710,36883727344,36883728599,1
1711,36883744010,36883745645,1
1712,36883760677,36883762009,1
1713,36883777344,36883778736,1
1714,36883794010,36883795444,1
1715,36883810677,36883811952,1
1716,36883827344,36883828567,1
1717,36883844010,36883845347,1
1718,36883860677,36883861919,1
1719,36883877344,36883878645,1
1720,36883894010,36883895274,1
1721,36883910677,36883911959,1
1722,36883927344,36883928705,1
1723,36883944010,36883945488,1
1724,36883960677,36883962117,1
1725,36883977344,36883979073,1
1726,36883994010,36883995592,1
1727,36884010677,36884012008,1
1728,36884027344,36884028790,1
1729,36884044010,36884045364,1
1730,36884060677,36884062314,1
1731,36884077344,36884078746,1
1732,36884094010,36884095388,1
1733,36884110677,36884112271,1
1734,36884127344,36884128736,1
1735,36884144010,36884145250,1
1736,36884160677,36884161924,1
1737,36884177344,36884178603,1
1738,36884194010,36884195267,1
1739,36884210677,36884211959,1
1740,36884227344,36884228780,1
1741,36884244010,36884245259,1
1742,36884260677,36884261908,1
1743,36884277344,36884278582,1
1744,36884294010,36884295247,1
1745,36884310677,36884311922,1
1746,36884327344,36884328598,1
1747,36884344010,36884345464,1
1748,36884360677,36884361965,1
1749,36884377344,36884378610,1
1750,36884394010,36884395266,1
1751,36884410677,36884412004,1
1752,36884427344,36884428661,1
1753,36884444010,36884445273,1
1754,36884460677,36884462082,1
1755,36884477344,36884478604,1
1756,36884494010,36884495267,1
1757,36884510677,36884511917,1
1758,36884527344,36884528606,1
1759,36884544010,36884545312,1
1760,36884560677,36884561923,1
1761,36884577344,36884578628,1
1762,36884594010,36884595496,1
1763,36884610677,36884611998,1
1764,36884627344,36884628727,1
1765,36884644010,36884645435,1
1766,36884660677,36884661974,1
1767,36884677344,36884678623,1
1768,36884694010,36884695375,1
1769,36884710677,36884712124,1
1770,36884727344,36884728590,1
1771,36884744010,36884745258,1
1772,36884760677,36884761924,1
1773,36884777344,36884778675,1
1774,36884794010,36884795293,1
1775,36884810677,36884811970,1
1776,36884827344,36884828775,1
1777,36884844010,36884845320,1
1778,36884860677,36884861944,1
1779,36884877344,36884878603,1
1780,36884894010,36884895287,1
1781,36884910677,36884911950,1
1782,36884927344,36884928593,1
1783,36884944010,36884945479,1
1784,36884960677,36884961929,1
1785,36884977344,36884978611,1
1786,36884994010,36884995275,1
1787,36885010677,36885011915,1
1788,36885027344,36885028588,1
1789,36885044010,36885045302,1
1790,36885060677,36885062090,1
1791,36885077344,36885078599,1
1792,36885094010,36885095241,1
1793,36885110677,36885111909,1
1794,36885127344,36885128758,1
1795,36885144010,36885145246,1
1796,36885160677,36885162096,1
1797,36885177344,36885178595,1
1798,36885194010,36885195439,1
1799,36885210677,36885212079,1
1800,36885227344,36885228585,1
1801,36885244010,36885245264,1
1802,36885260677,36885262107,1
1803,36885277344,36885278578,1
1804,36885294010,36885295253,1
1805,36885310677,36885312105,1
1806,36885327344,36885328598,1
1807,36885344010,36885345252,1
1808,36885360677,36885362102,1
1809,36885377344,36885378576,1
1810,36885394010,36885395245,1
1811,36885410677,36885412198,1
1812,36885427344,36885428582,1
1813,36885444010,36885445458,1
1814,36885460677,36885462080,1
1815,36885477344,36885478588,1
1816,36885494010,36885495332,1
1817,36885510677,36885512156,1
1818,36885527344,36885528657,1
1819,36885544010,36885545438,1
1820,36885560677,36885562225,1
1821,36885577344,36885578681,1
1822,36885594010,36885595273,1
1823,36885610677,36885612109,1
1824,36885627344,36885628583,1
1825,36885644010,36885645427,1
1826,36885660677,36885662177,1
1827,36885677344,36885678788,1
1828,36885694010,36885695414,1
1829,36885710677,36885712092,1
1830,36885727344,36885728637,1
1831,36885744010,36885745247,1
1832,36885760677,36885762129,1
1833,36885777344,36885778610,1
1834,36885794010,36885795442,1
1835,36885810677,36885812116,1
1836,36885827344,36885828577,1
1837,36885844010,36885845349,1
1838,36885860677,36885862149,1
1839,36885877344,36885878592,1
1840,36885894010,36885895267,1
1841,36885910677,36885912200,1
1842,36885927344,36885928574,1
1843,36885944010,36885945280,1
1844,36885960677,36885961917,1
1845,36885977344,36885978590,1
1846,36885994010,36885995395,1
1847,36886010677,36886012000,1
1848,36886027344,36886028840,1
1849,36886044010,36886045475,1
1850,36886060677,36886062311,1
1851,36886077344,36886078840,1
1852,36886094010,36886095389,1
1853,36886110677,36886111952,1
1854,36886127344,36886128601,1
1855,36886144010,36886145258,1
1856,36886160677,36886162145,1
1857,36886177344,36886178641,1
1858,36886194010,36886195464,1
1859,36886210677,36886211916,1
1860,36886227344,36886228624,1
1861,36886244010,36886245253,1
1862,36886260677,36886261901,1
1863,36886277344,36886278776,1
1864,36886294010,36886295289,1
1865,36886310677,36886311917,1
1866,36886327344,36886328580,1
1867,36886344010,36886345237,1
1868,36886360677,36886361917,1
1869,36886377344,36886378573,1
1870,36886394010,36886395505,1
1871,36886410677,36886412075,1
1872,36886427344,36886428611,1
1873,36886444010,36886445247,1
1874,36886460677,36886461911,1
1875,36886477344,36886478568,1
1876,36886494010,36886495307,1
1877,36886510677,36886512095,1
1878,36886527344,36886528659,1
1879,36886544010,36886545264,1
1880,36886560677,36886561916,1
1881,36886577344,36886578586,1
1882,36886594010,36886595240,1
1883,36886610677,36886611908,1
1884,36886627344,36886628769,1
1885,36886644010,36886645428,1
1886,36886660677,36886661917,1
1887,36886677344,36886678577,1
1888,36886694010,36886695221,1
1889,36886710677,36886712094,1
1890,36886727344,36886728580,1
1891,36886744010,36886745251,1
1892,36886760677,36886761932,1
1893,36886777344,36886778606,1
1894,36886794010,36886795317,1
1895,36886810677,36886811923,1
1896,36886827344,36886828567,1
1897,36886844010,36886845241,1
1898,36886860677,36886862114,1
1899,36886877344,36886878581,1
1900,36886894010,36886895247,1
1901,36886910677,36886911927,1
1902,36886927344,36886928573,1
1903,36886944010,36886945247,1
1904,36886960677,36886961914,1
1905,36886977344,36886978697,1
1906,36886994010,36886995464,1
1907,36887010677,36887011909,1
1908,36887027344,36887028578,1
1909,36887044010,36887045246,1
1910,36887060677,36887061901,1
1911,36887077344,36887078585,1
1912,36887094010,36887095266,1
1913,36887110677,36887112099,1
1914,36887127344,36887128582,1
1915,36887144010,36887145248,1
1916,36887160677,36887161895,1
1917,36887177344,36887178606,1
1918,36887194010,36887195270,1
1919,36887210677,36887211914,1
1920,36887227344,36887228779,1
1921,36887244010,36887245428,1
1922,36887260677,36887262094,1
1923,36887277344,36887278598,1
1924,36887294010,36887295259,1
1925,36887310677,36887311929,1
1926,36887327344,36887328610,1
1927,36887344010,36887345663,1
1928,36887360677,36887361931,1
